Article author,Comments,Barrier/enabler,Domain,CFIR Construct 1
"Indraratna, 2021","One cardiologist praised the ability to detect asymptomatic atrial fibrillation, which resulted in a significant change in treatment for his patient.",Enabler,Innovation,Suitability
"Indraratna, 2021","“It’s challenging as the GP to figure out what the patient’s blood pressure actually is, based on a single reading” - GP3",Barrier,Innovation,G. Innovation Design
"Indraratna, 2021","Receiving Alerts: Two out of the three cardiologists expressed concerns about the volume of alerts that they would potentially receive, but both were still in favour of receiving them. â€œDo I want to be called about every minor abnormality? I think the answer is no. If there is a significant change, and I feel I can have an impact on their therapy, then yes.â€",Barrier,Individuals,D. Motivation
"Indraratna, 2021","I think it should go to the GP. Prevention is our job. It would be best if instructions were given by the cardiologist to me, so that I could just follow the plan.” – GP3",Enabler,Individuals,D. Motivation
"James, 2021","Preparedness: There was a diversity of preparedness among participants for the rapid implementation of telehealth. Preparedness was conceptualised in terms of both the available equipment and staff capacity in providing a telehealth service. Those who already used telehealth in their practice and had adequate resources found it easy to pivot to increasing telehealth use: ""I think being rural helped us a lot â€˜cause weâ€™ve done a lot of Skype stuff, â€¦ â€“ weâ€™ll set a person up in a room for a Skype consultation with a specialist â€¦ that geographical isolation has actually made us much better at that sort of thing. (GPN10, RN)"". ""... all the nurses have iPads. We all have phones, iPads....say, if they have a wound assessment, weâ€™ve got a little camera and we could just take photographs of the wounds. (CN12, RN)""",Enabler,Individuals,B. Capability
"James, 2021","Preparedness: There was a diversity of preparedness among participants for the rapid implementation of telehealth. Preparedness was conceptualised in terms of both the available equipment and staff capacity in providing a telehealth service. Those who already used telehealth in their practice and had adequate resources found it easy to pivot to increasing telehealth use: ""I think being rural helped us a lot â€˜cause weâ€™ve done a lot of Skype stuff, â€¦ â€“ weâ€™ll set a person up in a room for a Skype consultation with a specialist â€¦ that geographical isolation has actually made us much better at that sort of thing. (GPN10, RN)"". ""... all the nurses have iPads. We all have phones, iPads....say, if they have a wound assessment, weâ€™ve got a little camera and we could just take photographs of the wounds. (CN12, RN)""",Enabler,Inner setting,A2. Information Technology Infrastructure 
"James, 2021","Preparedness: There was a diversity of preparedness among participants for the rapid implementation of telehealth. Preparedness was conceptualised in terms of both the available equipment and staff capacity in providing a telehealth service. Those who already used telehealth in their practice and had adequate resources found it easy to pivot to increasing telehealth use: ""I think being rural helped us a lot â€˜cause weâ€™ve done a lot of Skype stuff, â€¦ â€“ weâ€™ll set a person up in a room for a Skype consultation with a specialist â€¦ that geographical isolation has actually made us much better at that sort of thing. (GPN10, RN)"". ""... all the nurses have iPads. We all have phones, iPads....say, if they have a wound assessment, weâ€™ve got a little camera and we could just take photographs of the wounds. (CN12, RN)""",Enabler,Implementation process,D. Planning
"James, 2021","Accessibility of care: Most participants perceived telehealth to be a positive initiative that enhanced patientsâ€™ access to care. For some, telehealth acceptability was seen through increased accessibility of services, particularly those who were living in rural areas. ""Weâ€™ve got many patients that live in the bush. Itâ€™s fantastic for them. Coming to town to see the doctor for a script, you know, itâ€™s a bit tough at the best of times. So theyâ€™re loving it"" (GPN05, EN).",Enabler,Innovation,C. Innovation Relative Advantage
"James, 2021","Accessibility of care: Most participants perceived telehealth to be a positive initiative that enhanced patientsâ€™ access to care. For some, telehealth acceptability was seen through increased accessibility of services, particularly those who were living in rural areas. ""Weâ€™ve got many patients that live in the bush. Itâ€™s fantastic for them. Coming to town to see the doctor for a script, you know, itâ€™s a bit tough at the best of times. So theyâ€™re loving it"" (GPN05, EN).",Enabler,Innovation,Accessibility
"James, 2021","This was balanced with concerns about engagement with tele-health due to confidence, the ability for nurses to effectively assess patients and access for vulnerable groups. ",Barrier,Individuals,B. Capability
"James, 2021","Telehealth was also described as an acceptable way to maintain access to health services while avoiding home visits or high-risk patients attending clinics. ""And I think for us itâ€™s useful in that it manages to reach patients that we wouldnâ€™t reach otherwise, because they wouldnâ€™t come in if they didnâ€™t have to because theyâ€™re concerned about the risks"" (GPN13, RN). ""I had several oldies who are also having chemo, having radiotherapy, on immunosuppressants as well. They were running out of their medicines.... home isolating, really shutting themselves down from the world.... I did all telephone and it was so nice. I could hear their voice. I could tell by their speech, the tone in their voice, the conversation, how they were breathing during the conversation, ...and I was reassured that... they were fine, they were coping okay"" (CN02, NP).",Enabler,Innovation,Trust
"James, 2021","Telehealth was also described as an acceptable way to maintain access to health services while avoiding home visits or high-risk patients attending clinics. ""And I think for us itâ€™s useful in that it manages to reach patients that we wouldnâ€™t reach otherwise, because they wouldnâ€™t come in if they didnâ€™t have to because theyâ€™re concerned about the risks"" (GPN13, RN). ""I had several oldies who are also having chemo, having radiotherapy, on immunosuppressants as well. They were running out of their medicines.... home isolating, really shutting themselves down from the world.... I did all telephone and it was so nice. I could hear their voice. I could tell by their speech, the tone in their voice, the conversation, how they were breathing during the conversation, ...and I was reassured that... they were fine, they were coping okay"" (CN02, NP).",Enabler,Innovation,C. Innovation Relative Advantage
"James, 2021","Telehealth was also described as an acceptable way to maintain access to health services while avoiding home visits or high-risk patients attending clinics. ""And I think for us itâ€™s useful in that it manages to reach patients that we wouldnâ€™t reach otherwise, because they wouldnâ€™t come in if they didnâ€™t have to because theyâ€™re concerned about the risks"" (GPN13, RN). ""I had several oldies who are also having chemo, having radiotherapy, on immunosuppressants as well. They were running out of their medicines.... home isolating, really shutting themselves down from the world.... I did all telephone and it was so nice. I could hear their voice. I could tell by their speech, the tone in their voice, the conversation, how they were breathing during the conversation, ...and I was reassured that... they were fine, they were coping okay"" (CN02, NP).",Enabler,Innovation,Accessibility
"James, 2021","Telehealth was also described as an acceptable way to maintain access to health services while avoiding home visits or high-risk patients attending clinics. ""And I think for us itâ€™s useful in that it manages to reach patients that we wouldnâ€™t reach otherwise, because they wouldnâ€™t come in if they didnâ€™t have to because theyâ€™re concerned about the risks"" (GPN13, RN). ""I had several oldies who are also having chemo, having radiotherapy, on immunosuppressants as well. They were running out of their medicines.... home isolating, really shutting themselves down from the world.... I did all telephone and it was so nice. I could hear their voice. I could tell by their speech, the tone in their voice, the conversation, how they were breathing during the conversation, ...and I was reassured that... they were fine, they were coping okay"" (CN02, NP).",Enabler,Outer setting,A. Critical Incidents
"James, 2021","Other participants highlighted improved accessibility in terms of funding of telehealth services during the pandemic, which reduced the financial burden for patients. ""theyâ€™re bulk-billed [no patient out of pocket ex-pense]. Thatâ€™s a huge factor, I think. No oneâ€™s got a bloody job"" (GPN10, RN). Enhanced accessibility was also highlighted by participants who described the time savings and efficiencies that could be achieved in simple consultations. ""If you just need scripts or just like to get some routine blood tests done, where the appointment is gonna take five minutes in and out, telehealth is going to open up so many more appointments for the doctor"" (GPN07, RN).",Enabler,Innovation,Accessibility
"James, 2021","Other participants highlighted improved accessibility in terms of funding of telehealth services during the pandemic, which reduced the financial burden for patients. ""theyâ€™re bulk-billed [no patient out of pocket ex-pense]. Thatâ€™s a huge factor, I think. No oneâ€™s got a bloody job"" (GPN10, RN). Enhanced accessibility was also highlighted by participants who described the time savings and efficiencies that could be achieved in simple consultations. ""If you just need scripts or just like to get some routine blood tests done, where the appointment is gonna take five minutes in and out, telehealth is going to open up so many more appointments for the doctor"" (GPN07, RN).",Enabler,Innovation,C. Innovation Relative Advantage
"James, 2021","Other participants highlighted improved accessibility in terms of funding of telehealth services during the pandemic, which reduced the financial burden for patients. ""theyâ€™re bulk-billed [no patient out of pocket ex-pense]. Thatâ€™s a huge factor, I think. No oneâ€™s got a bloody job"" (GPN10, RN). Enhanced accessibility was also highlighted by participants who described the time savings and efficiencies that could be achieved in simple consultations. ""If you just need scripts or just like to get some routine blood tests done, where the appointment is gonna take five minutes in and out, telehealth is going to open up so many more appointments for the doctor"" (GPN07, RN).",Enabler,Outer setting,F. Financing
"James, 2021","Other participants highlighted improved accessibility in terms of funding of telehealth services during the pandemic, which reduced the financial burden for patients. ""theyâ€™re bulk-billed [no patient out of pocket ex-pense]. Thatâ€™s a huge factor, I think. No oneâ€™s got a bloody job"" (GPN10, RN). Enhanced accessibility was also highlighted by participants who described the time savings and efficiencies that could be achieved in simple consultations. ""If you just need scripts or just like to get some routine blood tests done, where the appointment is gonna take five minutes in and out, telehealth is going to open up so many more appointments for the doctor"" (GPN07, RN).",Enabler,Outer setting,E. Policies & Laws
"James, 2021","Other participants highlighted improved accessibility in terms of funding of telehealth services during the pandemic, which reduced the financial burden for patients. ""theyâ€™re bulk-billed [no patient out of pocket ex-pense]. Thatâ€™s a huge factor, I think. No oneâ€™s got a bloody job"" (GPN10, RN). Enhanced accessibility was also highlighted by participants who described the time savings and efficiencies that could be achieved in simple consultations. ""If you just need scripts or just like to get some routine blood tests done, where the appointment is gonna take five minutes in and out, telehealth is going to open up so many more appointments for the doctor"" (GPN07, RN).",Enabler,Outer setting,A. Critical Incidents
"James, 2021","Participants also described how their experiences during COVID-19 have â€˜made us aware that ...we could look at a mix of â€“ into the future, a mix of face-to-face and a mix of Telehealth, if weâ€™re able to do itâ€™ (CN09, RN).",Enabler,Outer setting,A. Critical Incidents
"James, 2021","Preparedness: In contrast, others were less well prepared. The availability of equipment and the capacity of health professionals and patients to use audio-visual technologies resulted in most participants providing consultations via telephone. ""A lot of people [health professionals] had never Zoomed or Skyped before, so everyone was sort of playing catch up"" (CN01, RN). ""Weâ€™ve got computers that donâ€™t have cameras and donâ€™t have microphones, so initially we didnâ€™t have the option. Weâ€™ve since changed that but we havenâ€™t had anyone interested in doing the conferencing. So we just do the phone"" (GPN08, RN)""",Barrier,Inner setting,J3. Materials & Equipment
"James, 2021","Preparedness: In contrast, others were less well prepared. The availability of equipment and the capacity of health professionals and patients to use audio-visual technologies resulted in most participants providing consultations via telephone. ""A lot of people [health professionals] had never Zoomed or Skyped before, so everyone was sort of playing catch up"" (CN01, RN). ""Weâ€™ve got computers that donâ€™t have cameras and donâ€™t have microphones, so initially we didnâ€™t have the option. Weâ€™ve since changed that but we havenâ€™t had anyone interested in doing the conferencing. So we just do the phone"" (GPN08, RN)""",Barrier,Inner setting,A2. Information Technology Infrastructure 
"James, 2021","Preparedness: In contrast, others were less well prepared. The availability of equipment and the capacity of health professionals and patients to use audio-visual technologies resulted in most participants providing consultations via telephone. ""A lot of people [health professionals] had never Zoomed or Skyped before, so everyone was sort of playing catch up"" (CN01, RN). ""Weâ€™ve got computers that donâ€™t have cameras and donâ€™t have microphones, so initially we didnâ€™t have the option. Weâ€™ve since changed that but we havenâ€™t had anyone interested in doing the conferencing. So we just do the phone"" (GPN08, RN)""",Barrier,Individuals,B. Capability
"James, 2021","Accessibility of care: However, participants emphasised the importance of face-to-face consultations for more complex matters requiring physical assessment. ""If it was the only means, it wouldnâ€™t be ideal, but itâ€™s fit for purpose. Some days, youâ€™ll look and say, â€˜Look, I canâ€™t do that over â€“â€",Barrier,Innovation,C. Innovation Relative Advantage
"James, 2021","Accessibility of care: However, participants emphasised the importance of face-to-face consultations for more complex matters requiring physical assessment. ""If it was the only means, it wouldnâ€™t be ideal, but itâ€™s fit for purpose. Some days, youâ€™ll look and say, â€˜Look, I canâ€™t do that over â€“â€",Barrier,Innovation,Suitability
"James, 2021","Care experience: However, other participants found that their concern around patient preferences for face-to-face care was unfounded and that it was health professionals who were concerned about telehealth implementation. ""So weâ€™ve had it as part of our service plan... an increase in the use of videoconferencing, and weâ€™ve always had a bit of resistance from clinicians... the consumers are fine"" (CN08, RN) ""... we are taught at uni to read a patientâ€™s body language, to triage them in terms of how they act and how theyâ€™re talking, what they're wearing, and weâ€™re looking at their mental health in person... and you canâ€™t do that over the phone. So I think a lot of patient care was below our usual standard because we couldnâ€™t see our patients"" (GPN04, RN).",Barrier,Individuals,H. Innovation Deliverers
"James, 2021","Care experience: However, other participants found that their concern around patient preferences for face-to-face care was unfounded and that it was health professionals who were concerned about telehealth implementation. ""So weâ€™ve had it as part of our service plan... an increase in the use of videoconferencing, and weâ€™ve always had a bit of resistance from clinicians... the consumers are fine"" (CN08, RN) ""... we are taught at uni to read a patientâ€™s body language, to triage them in terms of how they act and how theyâ€™re talking, what they're wearing, and weâ€™re looking at their mental health in person... and you canâ€™t do that over the phone. So I think a lot of patient care was below our usual standard because we couldnâ€™t see our patients"" (GPN04, RN).",Barrier,Innovation,Preference
"James, 2021","Impacts on the nursing role: However, for GPNs, the funding of their employment meant that due to the initial restrictions of government funding of telehealth to doctors and allied health professionals, consultations were GP-led or had limited GPN involvement. GPNs described their frustration at these limitations, particularly in relation to providing COVID-19 education, triage, pathology or checking in on patient welfare or mental health. ""the doctor doesnâ€™t need me to speak to the patients on the phone because they canâ€™t bill them, so thatâ€™s not viable for the practice"" (GPN08, RN). ""the doctors are doing all the phone calls and receiv-ing the billings and weâ€™re not doing any care plan-ning at all...... Weâ€™re not even giving results â€˜cause itâ€™s not billable, whereas if the doctors give results, itâ€™s billable"" (GPN10, RN).",Barrier,Outer setting,F. Financing
"James, 2021","Impacts on the nursing role: However, for GPNs, the funding of their employment meant that due to the initial restrictions of government funding of telehealth to doctors and allied health professionals, consultations were GP-led or had limited GPN involvement. GPNs described their frustration at these limitations, particularly in relation to providing COVID-19 education, triage, pathology or checking in on patient welfare or mental health. ""the doctor doesnâ€™t need me to speak to the patients on the phone because they canâ€™t bill them, so thatâ€™s not viable for the practice"" (GPN08, RN). ""the doctors are doing all the phone calls and receiv-ing the billings and weâ€™re not doing any care plan-ning at all...... Weâ€™re not even giving results â€˜cause itâ€™s not billable, whereas if the doctors give results, itâ€™s billable"" (GPN10, RN).",Barrier,Outer setting,E. Policies & Laws
"James, 2021","Following the introduction of funding for GPN consul-tations in late April 2020, GPNsâ€™ involvement in telehealth was limited to activities attracting financial remuneration for the practice such as chronic disease management care plan preparation and nursing follow-up for those patients. ""Well, I have, the care plans... We donâ€™t have any item numbers, so we canâ€™t bill anything. But helping the doctor set up the care plan and talking to the patients about their chronic disease prior to their ap-pointment with the doctor, thatâ€™s how weâ€™ve done it"" (GPN07, RN).",Barrier,Outer setting,F. Financing
"James, 2021","Following the introduction of funding for GPN consul-tations in late April 2020, GPNsâ€™ involvement in telehealth was limited to activities attracting financial remuneration for the practice such as chronic disease management care plan preparation and nursing follow-up for those patients. ""Well, I have, the care plans... We donâ€™t have any item numbers, so we canâ€™t bill anything. But helping the doctor set up the care plan and talking to the patients about their chronic disease prior to their ap-pointment with the doctor, thatâ€™s how weâ€™ve done it"" (GPN07, RN).",Barrier,Outer setting,E. Policies & Laws
"James, 2021","The delayed introduction of funding for GPN tele-health consultations impacted on nursesâ€™ job security. ""But by the time they came in my work changes had already occurred. I think if maybe if theyâ€™d been a couple of weeks earlier there might have been a bit more ability for me to keep some work. But in my workplace, it didnâ€™t happen"" (GPN01, RN).",Barrier,Outer setting,F. Financing
"James, 2021","The delayed introduction of funding for GPN tele-health consultations impacted on nursesâ€™ job security. ""But by the time they came in my work changes had already occurred. I think if maybe if theyâ€™d been a couple of weeks earlier there might have been a bit more ability for me to keep some work. But in my workplace, it didnâ€™t happen"" (GPN01, RN).",Barrier,Outer setting,E. Policies & Laws
"James, 2021","Maintaining funding for GPNs to provide telehealth services was considered important to facilitate better use of their roles and to ensure that health assessments and other preventive or health promotion initiatives were maintained. ""Look, I think access to Medicare, Telehealth for GPNs would be really important because I think sometimes â€“ like people missing out on their over-75 health checks, I think that in GP land, particularly I think nurses are underutilised in many respects. Thatâ€™s been my opinion for a long time"" (CN09, NP).",Barrier,Outer setting,F. Financing
"James, 2021","Maintaining funding for GPNs to provide telehealth services was considered important to facilitate better use of their roles and to ensure that health assessments and other preventive or health promotion initiatives were maintained. ""Look, I think access to Medicare, Telehealth for GPNs would be really important because I think sometimes â€“ like people missing out on their over-75 health checks, I think that in GP land, particularly I think nurses are underutilised in many respects. Thatâ€™s been my opinion for a long time"" (CN09, NP).",Barrier,Outer setting,E. Policies & Laws
"Jones, 2018","Barriers that discouraged participants from using information technology included a lack of time to implement new technology: I have registered for it [health kit] and Iâ€™ve looked at it...but itâ€™s just one of those things where changing my processes...getting up to speed on it and having to watch tutorials, etc.[P3, 6 yearsâ€™ experience]",Barrier,Individuals,C. Opportunity
"Jones, 2018","Barriers that discouraged participants from using information technology included a lack of time to implement new technology: I have registered for it [health kit] and Iâ€™ve looked at it...but itâ€™s just one of those things where changing my processes...getting up to speed on it and having to watch tutorials, etc.[P3, 6 yearsâ€™ experience]",Barrier,Individuals,D. Motivation
"Jones, 2018","Barriers that discouraged participants from using information technology included a lack of time to implement new technology: I have registered for it [health kit] and Iâ€™ve looked at it...but itâ€™s just one of those things where changing my processes...getting up to speed on it and having to watch tutorials, etc.[P3, 6 yearsâ€™ experience]",Barrier,Individuals,B. Capability
"Jones, 2018","…lack of knowledge on available technologies: I havenâ€™t really had exposure to e-health records and I donâ€™t know how I would go about setting that up...So, it hasnâ€™t happened...It would be me taking the initiative.[P14, 9 yearsâ€™ experience]",Barrier,Individuals,B. Capability
"Jones, 2018","…lack of knowledge on available technologies: I havenâ€™t really had exposure to e-health records and I donâ€™t know how I would go about setting that up...So, it hasnâ€™t happened...It would be me taking the initiative.[P14, 9 yearsâ€™ experience]",Barrier,Individuals,D. Motivation
"Jones, 2018","…and a resistance to change: It's down the list of priorities. So, it hasnâ€™t happened [P14, 9 yearsâ€™ experience]",Barrier,Inner setting,G. Relative Priority
"Jones, 2018","…and a resistance to change: It's down the list of priorities. So, it hasnâ€™t happened [P14, 9 yearsâ€™ experience]",Barrier,Inner setting,E. Tension for Change
"Jones, 2018","Others reported that using information technology during the consultation impaired communication with patients. Many dietitians reported having limited control over computer positioning causing them to face away from patients, which in turn led to poor body language, lack of eye contact, and reduced voice audibility. The impact of the information technology use on the voice audibility is articulated by one participant: [The] elderly have hearing problems so we canâ€™t face away from them and talk. [P5, 8 yearsâ€™ experience]",Barrier,Innovation,G. Innovation Design
"Jones, 2018","Others reported that using information technology during the consultation impaired communication with patients. Many dietitians reported having limited control over computer positioning causing them to face away from patients, which in turn led to poor body language, lack of eye contact, and reduced voice audibility. The impact of the information technology use on the voice audibility is articulated by one participant: [The] elderly have hearing problems so we canâ€™t face away from them and talk. [P5, 8 yearsâ€™ experience]",Barrier,Innovation,C. Innovation Relative Advantage
"Jones, 2018","Others reported that using information technology during the consultation impaired communication with patients. Many dietitians reported having limited control over computer positioning causing them to face away from patients, which in turn led to poor body language, lack of eye contact, and reduced voice audibility. The impact of the information technology use on the voice audibility is articulated by one participant: [The] elderly have hearing problems so we canâ€™t face away from them and talk. [P5, 8 yearsâ€™ experience]",Barrier,Innovation,Accessibility
"Jones, 2018","Others reported that using information technology during the consultation impaired communication with patients. Many dietitians reported having limited control over computer positioning causing them to face away from patients, which in turn led to poor body language, lack of eye contact, and reduced voice audibility. The impact of the information technology use on the voice audibility is articulated by one participant: [The] elderly have hearing problems so we canâ€™t face away from them and talk. [P5, 8 yearsâ€™ experience]",Barrier,Individuals,C. Opportunity
"Jones, 2018","In addition, the cost was reported to be a barrier to using information technology in practice: I think there are better systems that we could use but we canâ€™t afford them[P5, 8 yearsâ€™ experience]",Barrier,Inner setting,J1. Funding
"Jones, 2018","Moreover, the reliability of devices was reported to limit the use of information technology during consultations, I use my laptop when I go to home visits...it runs out of battery eventually.[P15, 3 yearsâ€™ experience]",Barrier,Inner setting,Governance
"Jones, 2018","Furthermore, the internet connection was identified as being unreliable and â€œthe one that lets you down every single timeâ€",Barrier,Inner setting,A2. Information Technology Infrastructure 
"Jones, 2018","Furthermore, the internet connection was identified as being unreliable and â€œthe one that lets you down every single timeâ€",Barrier,Outer setting,C. Local Conditions
"Jones, 2018","Using information technology to aid administrative tasks was viewed as time saving, particularly for writing reports to other health care professionals. As one participant noted: Electronic messaging...to GPs, itâ€™s super quick. I've just got standard, self-populating letters that puts in all the basic information and then I can expand on that. [P16, 10 yearsâ€™ experience]",Enabler,Outer setting,D. Partnerships & Connections
"Jones, 2018","Using information technology to aid administrative tasks was viewed as time saving, particularly for writing reports to other health care professionals. As one participant noted: Electronic messaging...to GPs, itâ€™s super quick. I've just got standard, self-populating letters that puts in all the basic information and then I can expand on that. [P16, 10 yearsâ€™ experience]",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018",The time saved using information technology allowed dietitians to further focus on clientsâ€™ needs: Using electronic notes...my attention is now very much on the client.,Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","In addition, information technology was regarded as useful for improving the efficiency of consultation tasks, such as analyzing dietary data and scoring questionnaires concurrently as patients completed them. One dietitian discussed using a program called â€œNutriticsâ€",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","Moreover, participants discussed using information technology for collecting information before consultations, such as through their business website, iPads in office waiting rooms, and food tracking apps. Some participants also used information technology to initiate patient education prior to consultations, reporting that this increased the efficiency of the subsequent consultation; for example, Clients can commence their nutrition education prior to their appointment...this saves time during the consultation. During the consultation, the dietitian can concentrate on consolidation of the education, goal setting and rapport building. [P9, 15 yearsâ€™ experience][P10, 2 yearsâ€™ experience]",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","The fourth theme acknowledged the potential for greater information sharing using information technology. Most participants used patient management systems to acquire information about patients and communicate with other healthcare professionals. One participant articulated the use of information technology in enhancing communication: It provides an avenue to communicate with the whole team, so anyone working at the medical centre can see it[P11, 2.5 yearsâ€™ experience]",Enabler,Inner setting,C. Communications
"Jones, 2018","The fourth theme acknowledged the potential for greater information sharing using information technology. Most participants used patient management systems to acquire information about patients and communicate with other healthcare professionals. One participant articulated the use of information technology in enhancing communication: It provides an avenue to communicate with the whole team, so anyone working at the medical centre can see it[P11, 2.5 yearsâ€™ experience]",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","Improvements in communication and information sharing were thought to ultimately enhance the continuity of care for patients: The advantages are it means that the patient doesnâ€™t feel that theyâ€™ve got to [repeat themselves]...they feel some kind of continuity[P10, 2 yearsâ€™ experience]",Enabler,Inner setting,C. Communications
"Jones, 2018","Despite these benefits to patient management systems, many participants expressed a desire for systems that are better suited to the specific information that dietitians collect during consultations: For SGAs [Subjective Global Assessments] we have to do it on paper and then send it to head office and they scan it in and upload it[P13, 13 yearsâ€™ experience]",Barrier,Innovation,G. Innovation Design
"Jones, 2018","Despite these benefits to patient management systems, many participants expressed a desire for systems that are better suited to the specific information that dietitians collect during consultations: For SGAs [Subjective Global Assessments] we have to do it on paper and then send it to head office and they scan it in and upload it[P13, 13 yearsâ€™ experience]",Barrier,Implementation process,B1. Innovation Deliverers
"Jones, 2018","Information technology enabled participants to interact with patients outside of the formal consultation. Although some participants actively encouraged patients to email or short message service text message for additional support, others used social media for supplementary nutritional support and sharing recipe ideas or emerging dietary evidence.[I] encourage clients to email and text me if they have questions...The closed Facebook groups [allow me to] give clients, gentle reminders and keep them up to speed with recipe ideas.[P12, 5 yearsâ€™ experience]",Enabler,Inner setting,B. Relational Connections
"Jones, 2018","Information technology enabled participants to interact with patients outside of the formal consultation. Although some participants actively encouraged patients to email or short message service text message for additional support, others used social media for supplementary nutritional support and sharing recipe ideas or emerging dietary evidence.[I] encourage clients to email and text me if they have questions...The closed Facebook groups [allow me to] give clients, gentle reminders and keep them up to speed with recipe ideas.[P12, 5 yearsâ€™ experience]",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","Participants acknowledged the potential for information technology to facilitate the collation of data and evaluate the effectiveness of dietetic services: It would be beneficial in being able to determine the effectiveness of private practice dietitians[P1, 1.5yearsâ€™experience",Enabler,Innovation,C. Innovation Relative Advantage
"Jones, 2018","Participants acknowledged the potential for information technology to facilitate the collation of data and evaluate the effectiveness of dietetic services: It would be beneficial in being able to determine the effectiveness of private practice dietitians[P1, 1.5yearsâ€™experience",Enabler,Innovation,Suitability
"Jones, 2018","Moreover, participants expressed willingness to share patient outcomes utilizing a digital database but were concerned about the confidentiality of information and the ability of a digital database to integrate with current practice software: It could be doubling up...putting my information into two databases...I donâ€™t have time to do two things[P16, 10 yearsâ€™ experience",Barrier,Innovation,F. Compatibility
"Jones, 2018","Moreover, participants expressed willingness to share patient outcomes utilizing a digital database but were concerned about the confidentiality of information and the ability of a digital database to integrate with current practice software: It could be doubling up...putting my information into two databases...I donâ€™t have time to do two things[P16, 10 yearsâ€™ experience",Barrier,Outer setting,E. Policies & Laws
"Jones, 2018","Moreover, participants expressed willingness to share patient outcomes utilizing a digital database but were concerned about the confidentiality of information and the ability of a digital database to integrate with current practice software: It could be doubling up...putting my information into two databases...I donâ€™t have time to do two things[P16, 10 yearsâ€™ experience",Barrier,Individuals,C. Opportunity
"Jones, 2018",Responsiveness of GPs (acceptability of the use of virtual technologies)â€“All the respondents found the software was not user-friendly and the process of enrolment time-consuming.,Barrier,Innovation,G. Innovation Design
"Jones, 2018","The third theme highlighted the potential for improved service delivery and patient outcomes using information technology. Participants identified opportunities for enhanced education using information technology, such as a mobile phone app for celiac disease and fermentable oligo-, di-, mono-saccharides and polyols (FODMAP) diets. These were regarded as important for patients and dietitians to feel confident in identifying foods that are appropriate for consumption.
[I can’t] remember every single food, and which one is high, low and medium in FODMAPs. But [the app gave] the confidence, to show them how to do that. [P10, 2 years’ experience]",Enabler,Individuals,B. Capability
"Jones, 2018","The third theme highlighted the potential for improved service delivery and patient outcomes using information technology. Participants identified opportunities for enhanced education using information technology, such as a mobile phone app for celiac disease and fermentable oligo-, di-, mono-saccharides and polyols (FODMAP) diets. These were regarded as important for patients and dietitians to feel confident in identifying foods that are appropriate for consumption.
[I can’t] remember every single food, and which one is high, low and medium in FODMAPs. But [the app gave] the confidence, to show them how to do that. [P10, 2 years’ experience]",Barrier,Innovation,G. Innovation Design
"Jones, 2018","The internet was identified as another valuable tool for patient education because it allowed dietitians to promptly access information during consultations and educate patients on finding healthy recipes.
If a patient is sitting across from me and I need to look something up then I can just look that up straight away. So, I can have the information on the spot. [P6, 8 months experience]",Enabler,Innovation,G. Innovation Design
"Jones, 2018","Information technology was regarded as a useful means to help patients track their dietary behaviors and progress between consultations. It was identified that the tracking dietary intake helps to empower patients and facilitate better outcomes: Clients get better outcomes when they are empowered by monitoring their own progress. It is vital that they get access to their medical progress information via this technology. [P9, 15 years’ experience]",Enabler,Innovation,G. Innovation Design
"Jones, 2018","Information technology was regarded as a useful means to help patients track their dietary behaviors and progress between consultations. It was identified that the tracking dietary intake helps to empower patients and facilitate better outcomes: Clients get better outcomes when they are empowered by monitoring their own progress. It is vital that they get access to their medical progress information via this technology. [P9, 15 years’ experience]",Enabler,Individuals,D. Motivation
"Jones, 2018","However, some participants expressed that recording behaviors on apps can be “burdensome [to patients] because you’re having to record so much ” (P3, 6 years’ experience). To overcome this challenge, some participants used photos to track food intake, which they considered to be more reliable than self-reported intake:
I ask them to take photos of their food if I can’t quite judge their portion size [P15, 3 years’ experience]",Barrier,Innovation,G. Innovation Design
"Jones, 2018","Participants felt that mobile phone apps improved the accessibility and ease of nutritional information because they are portable. One participant discussed these benefits in terms of the FODMAP app:
Information[s] right there when they’re
shopping...they just download it on their phone [FODMAP app]. [P6, 8 months experience]",Enabler,Innovation,G. Innovation Design
"Jones, 2018","However, many participants felt that older patients were less able to use the information technology to access information:
The main problem with technology is actually the age group of most of my clients I see a lot of people in their 60s and 70s. [P8, 6 years’ experience]",Barrier,Individuals,B. Capability
"Jones, 2018",Comments indicated that there would have been higher acceptability if there had been a direct interface with their own IT/database system.,Barrier,Innovation,F. Compatibility
"Katz, 2018",What was also evident was that some felt that empowering GPâ€™s with more knowledge so that they could better manage more complex CKD patients may in fact be a deterrent as this would raise the expectation of care of such conditions in the future,Barrier,Individuals,D. Motivation
"Katz, 2018",What was also evident was that some felt that empowering GPâ€™s with more knowledge so that they could better manage more complex CKD patients may in fact be a deterrent as this would raise the expectation of care of such conditions in the future,Barrier,Individuals,B. Capability
